poi_id,poi_name,review_count,rating,poi_distance_from_bike_stn,poi_latitude,poi_longitude,bike_station_id,poi_bsns_category
kDw0RC24G3714nPXq34q2Q,Wellcome Collection,94,4.5,840,51.5260571,-0.1340295,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
WJThPvvsOuuIK_9ad2QRIg,Roti King,109,4.0,591,51.5291481,-0.1320656,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
q6KDb7nOXgQa5GTWBaCoCQ,Ciao Bella,138,4.0,807,51.5232425139546,-0.119118084823987,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
1lPSja-BUNRJWoBRn9oV7w,"Drink, Shop & Do",70,4.0,230,51.531336,-0.121145,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
bVSdbV-LXvyxik6F7u4KXQ,The Marquis Cornwallis,113,4.0,605,51.524567356394,-0.12502513122867,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
4IpNjfnu3VnM8p7_i4or4Q,German Gymnasium,60,4.0,300,51.5323975443626,-0.125419827905187,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
OyLrjCVSSp5UUAYe9Vm0Hg,Camino,108,3.5,196,51.5312937277784,-0.121793746948242,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
fHIKopvPKVG0IJ7cHy3Zow,Piebury Corner,29,4.5,213,51.5311405,-0.1211956,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
lJ5q7EkXvKtku0aUgsTrAw,The Harrison,57,4.0,339,51.527533751588,-0.1206015435123,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
WviWKTmXpSZWv7Pdt_7RyQ,Pompidou Cafe,47,4.0,189,51.5310148,-0.1213579,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
hWJYKoBLzeQ6STpTp6FoYw,Paolina's Thai Cafe,49,4.5,362,51.530469,-0.118457,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
fwxYUA9SUQfFicYwE-frKw,The Booking Office Bar & Restaurant,62,4.0,160,51.5300419809791,-0.125931963754283,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
YRA2VnhFLChIh1ZD31cXjg,The British Museum,1087,4.5,896,51.518298,-0.126026,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
r34qKF45zXSpYqTXnhq4RA,North Sea Fish Restaurant,180,4.0,50,51.526474,-0.125051,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
bVSdbV-LXvyxik6F7u4KXQ,The Marquis Cornwallis,113,4.0,209,51.524567356394,-0.12502513122867,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
E_3NekwxctQ3BzN7tLKk2A,Casa Tua,51,4.5,218,51.5276449011142,-0.123588235886524,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
kDw0RC24G3714nPXq34q2Q,Wellcome Collection,94,4.5,557,51.5260571,-0.1340295,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
FXSGVcfBDYytOHHyLsoCCg,Albertini Restaurant,59,4.5,345,51.5290298461914,-0.129214003682137,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
q6KDb7nOXgQa5GTWBaCoCQ,Ciao Bella,138,4.0,587,51.5232425139546,-0.119118084823987,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
aTjIuf-lCWF6vGYDlQTPSg,Honest Burgers Kings Cross,112,4.5,694,51.5308718,-0.119039104215517,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
tHKiDGayBq4RD0oL-DutCg,Bloomsbury Coffee House,61,4.0,126,51.525250540481,-0.126389201213277,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
WJThPvvsOuuIK_9ad2QRIg,Roti King,109,4.0,523,51.5291481,-0.1320656,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
LyXXTUzll212_JKMkzC3DQ,49 Cafe,43,4.5,165,51.5249587,-0.1251605,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
wh4R2zTxcjZw4JcQFNBtog,Aux Pains de Papy,33,5.0,532,51.5273865,-0.1184675,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
Zc0HW9Q1HAXNkiiyh9G_Lw,Abeno,114,4.5,981,51.5175591,-0.125158,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
8gqkjHd2E7PHYWNfw0DVvg,Burger and Shake,59,4.0,171,51.525005,-0.125415,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
1TgYqfxkXv6-IB4cvuuy3w,Tea and Tattle,89,4.5,948,51.5178680419922,-0.126817002892494,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
lJ5q7EkXvKtku0aUgsTrAw,The Harrison,57,4.0,394,51.527533751588,-0.1206015435123,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
CQsUI0K8XOAwSR4gN6l55Q,Pizza Union,73,4.5,673,51.531051655444,-0.11983242244974,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
6XX-pQkWThToOPKiWdrfoQ,Bloomsbury Bowling Lanes,83,4.0,313,51.523967,-0.128385,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
gDP6gDHQGKFry_IkHOGflA,Hare & Tortoise,111,3.5,350,51.5238573117279,-0.122894760945433,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
oMHEzgfHoufuS8xruS3GHg,Skinners Arms,32,4.5,217,51.5282238,-0.1251041,4c4028fef9930764b34cc63c411cd29f,Dining and Drinking
oK_SLmmAVQg3meguh7LrIA,Dishoom,2215,4.5,417,51.512447030091,-0.1269579217873,55f4dfcaf7fe3970b8722067a12b2f7f,Dining and Drinking
